index,Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive
1316,Sun protect,DRUNK ELEPHANT,Umbra Tinte™ Physical Daily Defense Broad Spectrum Sunscreen SPF 30,36,3.6,"Water, Caprylic/Capric Triglyceride, Dicaprylyl Carbonate, Glycerin, Pentylene Glycol, Steareth-2, Propanediol, Steareth-21, Polyhydroxystearic Acid, Cetearyl Alcohol, Silica, Sclerocarya Birrea Seed Oil, Aloe Barbadensis Leaf Extract, Chondrus Crispus Extract, Haematococcus Pluvialis Extract, Helianthus Annuus (Sunflower) Sprout Extract, Vitis Vinifera (Grape) Juice Extract, Helianthus Annuus (Sunflower) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Raspberry Seed Oil/Tocopheryl Succinate Aminopropanediol Esters, Hydrolyzed Wheat Protein, Tocopheryl Acetate, Tocopherol, Sea Water, Acetyl Glucosamine, Cetearyl Glucoside, Sodium Stearoyl Glutamate, Tetrahexyldecyl Ascorbate, Glycine, Sucrose, Sodium C14•16 Olefin Sulfonate, Lecithin, Triethoxycaprylylsilane, Xanthan Gum, Trisodium Ethylenediamine Disuccinate, Caprylhydroxamic Acid, Mica, Caprylyl Glycol, Phenoxyethanol, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).",1,1,1,1,1
1317,Sun protect,CLARINS,UV PLUS Anti-Pollution Sunscreen Multi-Protection Tint SPF 50,45,4.1,Visit the Clarins boutique,0,0,0,0,0
1318,Sun protect,SHISEIDO,Urban Environment Tinted UV Protector Broad Spectrum SPF 43,34,4.3,Visit the Shiseido boutique,0,0,0,0,0
1319,Sun protect,CLARINS,Sunscreen Multi-Protection Broad Spectrum SPF 50,43,3.9,"Water, Dimethicone, Alcohol, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Aluminum Hydroxide, Stearic Acid, Nylon-12, Peg-12 Dimethicone, Sodium Chloride, Phenoxyethanol, Fragrance, Peg/Ppg-18/18 Dimethicone, Glycerin, Ethylhexylglycerin, Tocopheryl Acetate, Disodium Edta, Sanicula Europaea Extract, Butylene Glycol, Sodium Hyaluronate, Hydroxypropyltrimonium Maltodextrin Crosspolymer, Thermus Thermophillus Ferment, Lapsana Communis Flower/Leaf/Stem Extract, Ribes Nigrum(Black Currant) Bud Extract, Potassium Sorbate, Citric Acid, Camellia Sinensis Leaf Extract, Cucumismelo (Melon) Fruit Extract, Sodium Lauryl Sulfate.",0,0,0,0,0
1320,Sun protect,SUPERGOOP!,100% Mineral Smooth & Poreless Matte Screen SPF 40,38,3.7,"Cyclopentasiloxane, Coco-Caprylate, Isododecane, Coco-Caprylate/Caprate, Dimethicone Crosspolymer, Silica Dimethyl Silylate, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, Argania Spinosa Kernel Oil, Tocopheryl Acetate, C12-15 Alkyl Benzoate, Polyglyceryl-3 Polyricinoleate, Dimethicone, Iron Oxides (CI 77492), Water (Aqua), Isostearic Acid, Propanediol, Ethylhexylglycerin, PEG/PPG-18/18 Dimethicone, Bisabolol, Alumina, Hydrogen Dimethicone, Iron Oxides (CI 77491), Polyhydroxystearic Acid, Iron Oxides (CI 77499), Buddleja Officinalis Flower Extract, Triethoxycaprylylsilane, Hydrangea Arborescens Root Extract, Morus Alba Root Extract, Polysorbate 20, Resveratrol, Scutellaria Lateriflora Extract, Caprylyl Glycol, Hexylene Glycol, Pentapeptide-21.",1,1,1,1,1
1321,Sun protect,LAURA MERCIER,Foundation Primer Protect Broad Spectrum SPF 30 Sunscreen PA+++,38,4.1,Visit the Laura Mercier boutique,0,0,0,0,0
1322,Sun protect,NARS,Radiance Primer Broad Spectrum SPF 35 Sunscreen,36,4.1,"Water, Caprylyl Methicone, Dipropylene Glycol, Propanediol, Dimethicone, Butyloctyl Salicylate, Lactobacillus Ferment, Isododecane, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Trisiloxane, Polysorbate 60, Trimethylsiloxysilicate, Dextrin Palmitate, Phenoxyethanol, C14-22 Alcohols, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydrolyzed Wheat Protein/Pvp Crosspolymer, Panthenol, Fragrance, Evodia Rutaecarpa Fruit Extract, Dibutyl Ethylhexanoyl Glutamide, Dibutyl Lauroyl Glutamide, Disodium Edta, C12-20 Alkyl Glucoside, Dipotassium Glycyrrhizate, Tocopheryl Acetate, Sodium Hyaluronate, Butylene Glycol, Pentylene Glycol, Tin Oxide, Potassium Sorbate, Hydroxyphenyl Propamidobenzoic Acid, Ethylhexylglycerin, Ascorbyl Palmitate, Mica, Red 4, Yellow 5.",0,0,0,0,0
1324,Sun protect,FARMACY,Green Screen Daily Environmental Protector Broad Spectrum MineralSunscreen SPF 30 with Echinacea GreenEnvy™,36,4.6,"Water, Ethyl Macadamiate, Cyclopentasiloxane, Ethylhexyl Palmitate, Propanediol, C12-15 Alkyl Benzoate, Polysorbate 80, Glyceryl Stearate, Peg-100 Stearate, Echinacea Purpurea Root Extract, Aronia Melanocarpa Fruit Extract, Hydrolyzed Verbascum Thapsus Flower, Tagetes Erecta Flower Extract, Alteromonas Ferment Extract, 7-Dehydrocholesterol, Zea Mays (Corn) Oil, Helianthus Annuus (Sunflower) Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil, Malic Acid, Tocopherol, Myristic Acid, Cetyl Alcohol, Glycerin, Hydrogenated Lecithin, Panthenol, Stearic Acid, Polyglyceryl-6 Isostearate, Microcrystalline Cellulose, Alumina, Behenic Acid, Stearyl Alcohol, Caprylyl, Methicone, Dimethicone, Cyclohexasiloxane, Isohexadecane, Triethoxysilylethyl, Polydimethylsiloxyethyl Hexyl Dimethicone, Lauryl PEG-9 Polydimethylsiloxyethyl, Dimethicone, 1,2-Hexanediol, Behenyl Alcohol, Triethoxycaprylylsilane, Polyhydroxystearic Acid, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cellulose Gum, Sorbitan Oleate, Butylene Glycol, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Sodium Benzoate, Potassium Sorbate, Sodium Citrate, Citric Acid, Sodium Phytate.",1,1,1,1,1
1325,Sun protect,COOLA,Full Spectrum 360° Sun Silk Drops SPF 30,46,4.6,"Aloe Barbadensis Leaf Juice (ORGANIC), Anthemis Nobilis (Chamomile) Flower Extract, Butyloctyl Salicylate, Carthamus Tinctorius (ORGANIC Safflower) Seed Oil, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Extract Dicaprylyl Carbonate, Ecklonia Kurome Extract, Ethylhexylglycerin, Gluconolactone, Glycerine, Glycerin (ORGANIC), Glyceryl Stearate, Jasminum Sambac Leaf Cell Extract, Marrubium Vulgare Extract, Melanin, Nylon-12, Olea Europaea (ORGANIC Olive) Fruit Oil, Plankton Extract, Polygonum Aviculare Extract, Simmondsia Chinensis (ORGANIC Jojoba) Seed Oil, Sodium Hyaluronate, Sodium Benzoate, Stearic Acid, Tocopherol, Water (Aqua), Xanthan Gum.",1,1,1,1,1
1326,Sun protect,SHISEIDO,Ultimate Sun Protection Cream Broad Spectrum SPF 50+ Wetforce For Face,36,4.1,"Water, Dimethicone, Sd Alcohol 40-B, Isohexadecane, Butylene Glycol, Isopropyl Myristate, Methyl Methacrylate Crosspolymer, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Xylitol, Glycerin, Polybutylene Glycol/Ppg-9/1 Copolymer,Isododecane,Trimethylsiloxysilicate, Disteardimonium Hectorite, Peg-6, Dextrin Palmitate, Peg-32, Peg/Ppg-14/7 Dimethyl Ether, Saxifraga Sarmentosa Extract, Scutellaria Baicalensis Root Extract, Ononis Spinosa Root Extract, Ectoin, Sophora Angustifolia Root Extract, Silica, Hydrogen Dimethicone, Carboxydecyl Trisiloxane, Aluminum Hydroxide, Stearic Acid, Trisodium Edta, Polymethylsilsesquioxane, Talc, Alcohol, Bht, Syzygium Jambos Leaf Extract, Tocopherol, Phenoxyethanol, Fragrance.",0,0,0,0,0
1327,Sun protect,AMOREPACIFIC,MOISTURE BOUND Tinted Treatment Moisturizer SPF 15,70,4.2,"Phyllostachis Bambusoides Juice, Methyl Trimethicone, Cyclopentasiloxane, Cyclohexasiloxane, Butylene Glycol, Ethylhexyl Methoxycinnamate, Glycerin, C12-15 Alkyl Benzoate, Bis- Hydroxyethoxypropyl Dimethicone, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Alcohol, Disteardimonium Hectorite, Polymethyl Methacrylate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Trihydroxystearin, Peg-10 Dimethicone, Panax Ginseng Root Extract, Sodium Chloride, Sorbitan Isostearate, Aluminum Stearate, Phenoxyethanol, Polyhydroxystearic Acid, Alumina, Laminaria Ochroleuca Extract, Talc, Aluminum Hydroxide, Triethoxycaprylylsilane, Disodium Edta, Ethylhexylglycerin, Zingiber Officinale (Ginger) Root Extract, Camellia Sinensis Leaf Extract, Water, Tricholoma Matsutake Extract, Kaempferol, Acrylates/Tridecyl Acrylate/Triethoxysilylpropyl Methacrylate/Dimethicone Methacrylate Copolymer, Propylene Glycol, Zinc Gluconate, Magnesium Aspartate, Hydrogenated Lecithin, Peg-5 Rapeseed Sterol, Hydrolyzed Ginseng Saponins, Copper Gluconate, Calcium Gluconate, Fragrance, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).",1,1,1,0,1
1328,Sun protect,PETER THOMAS ROTH,Max Sheer All Day Moisture Defense Lotion SPF 30 Sunscreen Lotion,42,4.1,"Water, Propylene Glycol, Glyceryl Stearate, Peg-100 Stearate, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Palmitic Acid, Phenoxyethanol, Stearic Acid, Triethanolamine, Bentonite, Carbomer, Dimethicone, Allantoin, Peg-8 Dimethicone, Aloe Barbadensis Leaf Juice, Cetyl Alcohol, Panthenol, Aluminum Starch Octenylsuccinate, Tetrasodium Edta, Myristic Acid, Potassium Sorbate, Sodium Benzoate, Arachidic Acid, Lauric Acid, Ascorbic Acid, Octyldodecanol, Retinyl Palmitate, Silica, Sodium Propoxyhydroxypropyl Thiosulfate Silica, Tocopheryl Acetate, Ceramide Np, Butylene Glycol, Ginkgo Biloba Leaf Extract, Butyl Acetate.",0,0,0,0,0
1329,Sun protect,PETER THOMAS ROTH,Max Mineral Naked Broad Spectrum SPF 45,38,4.6,"Silica, Aluminum Hydroxide, Stearic Acid,Polymethylsilsesquioxane, Triethoxycaprylylsilane, Retinyl Palmitate (Vitamin A), Tocopheryl Acetate (Vitamin E), Ascorbyl Palmitate (Vitamin C), Salix Alba (Willow) Bark Extract, Water, Butylene Glycol, Chlorphenesin, Potassium Sorbate, Tetrasodium EDTA.",1,1,1,1,1
1330,Sun protect,SUPERGOOP!,City Sunscreen Serum SPF 30,42,4.1,"Purified Water, Cyclomethicone, Isostearyl Neopentanoate, Glycerin, Ceteareth–20, Polypropylene, Cetearyl Alcohol, Xanthan Gum, d-Panthenol, Octanohydroxamic acid, Caprylyl Glycol, Silica, Triacontanyl PVP, Cetyl Dimethicone, Ammonium Acryloyldimethyltaurate/VP Copolymer, PEG-40 Stearate, Tocopherol, Disodium EDTA, Pentylene Glycol, Panthenyl Triacetate, Sodium Lactate, Lactic Acid, Serine, Urea, Sorbitol, Sodium Chloride, Allantoin, Oleyl Alcohol, Ethyl Linoleate.",1,1,1,1,0
1331,Sun protect,PHILOSOPHY,Renewed Hope in a Jar Skin Tint,39,4.1,"Water, Cyclopentasiloxane, Dimethicone, Butylene Glycol, Diphenylsiloxy Phenyl Trimethicone, Glycerin, Dimethicone/Peg-10/15 Crosspolymer, Peg-9 Polydimethylsiloxyethyl Dimethicone, Acrylates/Dimethicone Copolymer, Mica, Phenoxyethanol, Magnesium Sulfate, Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, Hydroxyethylcellulose, Saccharomyces Lysate Extract, Lauroyl Lysine, Chlorphenesin, Disodium Edta, Propanediol, Aluminum Dimyristate, Triethoxycaprylylsilane, Enantia Chlorantha Bark Extract, Disodium Stearoyl Glutamate, Dipropylene Glycol, Sodium Nitrate, Evodia Rutaecarpa Fruit Extract, Tocopherol, Bht, Oleanolic Acid, [May Contain/Peut Contenir/+/-:Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499)].",1,1,1,1,1
1351,Sun protect,ESTÉE LAUDER,Daywear Advanced Multi-Protection Anti-Oxidant Creme Oil-Free Broad Spectrum SPF 25,54,3.8,Visit the Estée Lauder boutique,0,0,0,0,0
1363,Sun protect,COOLA,Daydream™ Mineral Primer SPF 30,42,4.2,"Alumina, Cyclopentasiloxane, Dimethicone, Dimethicone/Vinyl, Dimethicone Crosspolymer, Hexyl Laurate, Iris Pallida Leaf Cell Extract, Isododecane, Lonicera Japonica Callus Extract, Mica, Nymphaea Alba Leaf Cell Extract, PEG-10 Dimethicone, Polyglyceryl-4 Isostearate, Polysilicone-11, Silica, Stearic Acid, Titanium Dioxide, Trimethylsiloxysilicate.",1,0,1,1,1
1332,Sun protect,PHILOSOPHY,Renewed Hope In A Jar SPF 30,39,3.8,"Water, Carthamus Tinctorius (Safflower) Oleosomes, Butylene Glycol, Glycerin, C12-15 Alkyl Benzoate, Methyl Gluceth-20, Glycolic Acid, Polyacrylamide, Cyclopentasiloxane, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydrogenated Lecithin, Cyclohexasiloxane, Phenoxyethanol, Sodium Hydroxide, C13-14 Isoparaffin, Cetyl Alcohol, Polysorbate 80, Laureth-7, Citric Acid, Fragrance, Bismuth Oxychloride, Mandelic Acid, Tocopheryl Acetate, Disodium EDTA, Synthetic Fluorphlogopite, Ethylhexyl Palmitate, Propanediol, Gluconic Acid, Adenosine, Sodium Benzoate, Bht, Evodia Rutaecarpa Fruit Extract, Sodium Bicarbonate, Yeast Extract, Magnesium Stearate, Opuntia Coccinellifera Flower Extract, Silica Dimethyl Silylate, Caprylyl Glycol, Ethylhexylglycerin, Hyaluronic Acid,Silanetriol, Sodium Hyaluronate, Sorbic Acid, Hexylene Glycol.",0,0,0,0,0
1333,Sun protect,COOLA,Mineral Face SPF 30 - Matte Tint,36,4.1,"Aluminum Hydroxide, Butyrospermum Parkii (Organic Shea Butter), Cucumis Sativus (Organic Cucumber) Fruit Extract, Cyclopentasiloxane, Dimethicone Crosspolymer, Glycerin (Organic), Hydrogen Dimethicone, Iron Oxides, Isopropyl Myristate, Isopropyl Titianium Triisostearate, Linum Usitatissimum (Organic Linseed) Seed Oil, Mica, Oenothera Biennis (Organic Evening Primrose) Oil, Plankton Extract, Polyamide-5, Polysilicone-11, Propylene Carbonate, Rosa Canina (Organic) Fruit Oil, Silica Silylate, Stearalkonium Hectorite, Synthetic Wax.",1,0,1,1,1
